"codigo_estado","codigo_municipio","qtd_membros","cadunico","bpc","pbf"
35,3518206,9682,9682,1628,4018
41,4125100,6220,6220,640,1989
21,2101004,19763,19763,1895,14490
21,2111508,26509,26509,2562,19662
24,2402501,7598,7598,575,5216
35,3505500,29230,29230,5511,12019
11,1100072,3311,3311,239,967
33,3302007,60016,60016,7265,39343
43,4322103,1338,1338,233,532
23,2309805,8903,8903,764,5905
22,2210607,28359,28359,2720,19239
31,3112703,9685,9685,1137,6086
41,4125803,4155,4155,428,1761
43,4305702,2079,2079,205,948
21,2102903,20673,20673,985,17570
35,3508405,12455,12455,2025,6033
51,5105234,3090,3090,319,1519
43,4301750,2306,2306,255,1203
12,1200104,18643,18643,1926,13428
31,3138609,8342,8342,1279,3794
31,3130002,1459,1459,185,756
31,3126505,5246,5246,400,2625
35,3543709,2913,2913,486,1703
25,2505501,2923,2923,319,1860
29,2905800,24074,24074,2688,18012
35,3520202,4952,4952,673,2289
25,2509156,6012,6012,1549,3843
41,4123824,1352,1352,238,587
43,4314902,436949,436949,53500,213321
41,4114906,4537,4537,741,2250
23,2309706,46281,46281,7321,29801
26,2612604,37947,37947,2239,30314
31,3163805,4082,4082,433,2455
29,2905909,22406,22406,1743,17345
31,3120003,1824,1824,259,1113
35,3548302,1372,1372,146,443
35,3518859,2727,2727,392,1517
51,5103379,4895,4895,347,2355
35,3502705,12278,12278,1798,6552
43,4313607,1815,1815,130,454
50,5008305,59075,59075,5544,21383
51,5104500,1366,1366,118,549
43,4321667,2277,2277,361,828
24,2411908,3193,3193,347,1788
43,4316709,3688,3688,459,1379
31,3151800,45879,45879,6589,14023
25,2501203,5639,5639,593,4282
22,2210201,5004,5004,502,3422
24,2401305,7995,7995,585,5642
41,4116802,3924,3924,446,1637
31,3118007,18739,18739,1810,6166
35,3536000,4294,4294,609,1932
35,3528908,1619,1619,155,712
29,2919603,9132,9132,562,6586
50,5005103,2061,2061,123,942
31,3149002,2142,2142,171,1119
35,3515509,19958,19958,3501,7426
33,3305307,4754,4754,544,2288
35,3547601,6722,6722,1262,2765
33,3300225,6211,6211,654,2663
21,2112001,6544,6544,600,4171
22,2200277,3327,3327,283,2422
51,5105150,15552,15552,2698,7286
31,3109006,13731,13731,1545,5410
31,3166956,3201,3201,234,1764
31,3160603,1812,1812,406,993
52,5214903,2310,2310,175,1228
28,2802205,4481,4481,445,3308
28,2802106,45136,45136,5983,28501
42,4216701,2997,2997,320,950
31,3136405,2915,2915,262,1618
52,5219738,5017,5017,370,2217
41,4128104,39056,39056,6176,13335
32,3203007,15074,15074,1478,7175
51,5102850,3347,3347,327,1399
22,2209153,2593,2593,142,1536
15,1500404,45945,45945,3684,37890
52,5206800,2334,2334,280,1072
41,4116109,6620,6620,626,2949
41,4106571,1628,1628,159,698
35,3545704,1798,1798,441,285
31,3115904,1844,1844,331,960
43,4310553,1778,1778,142,957
29,2929750,9946,9946,641,7831
21,2107100,15796,15796,1417,13238
29,2912202,14030,14030,981,9431
29,2912103,16610,16610,3276,10848
43,4319505,8258,8258,940,2705
51,5100201,12415,12415,1144,3065
31,3146701,3521,3521,442,1909
43,4322608,19547,19547,2241,8109
24,2407252,3316,3316,471,1838
29,2927903,8017,8017,1316,5519
35,3529807,4337,4337,515,2325
31,3132909,4055,4055,715,2188
32,3203130,7110,7110,782,2114
41,4101002,6545,6545,688,1343
41,4117206,2495,2495,391,754
24,2411700,3416,3416,250,2339
43,4302220,850,850,62,251
29,2906105,7720,7720,713,4937
29,2932457,11151,11151,622,8550
21,2101202,69922,69922,8914,49164
28,2804003,9882,9882,1032,6970
35,3552106,9715,9715,1499,4248
35,3519709,35384,35384,5647,21083
26,2609204,7719,7719,897,6054
35,3554755,979,979,98,400
31,3159704,1645,1645,257,949
15,1506302,18345,18345,1509,14635
52,5211503,39304,39304,4561,16051
43,4322350,148,148,17,61
22,2211209,15497,15497,1007,11998
31,3144706,7350,7350,871,3306
52,5219902,4176,4176,310,2307
16,1600501,22503,22503,1957,16772
41,4107256,3117,3117,451,963
52,5211701,2779,2779,308,983
28,2807204,5717,5717,687,4000
41,4108452,3013,3013,395,1644
52,5200258,125588,125588,12916,70495
35,3522604,14307,14307,2325,5601
22,2202455,3711,3711,368,2663
26,2616209,14108,14108,1215,10978
32,3203403,16267,16267,1445,8588
41,4126702,2324,2324,240,831
16,1600105,6744,6744,515,5739
35,3503604,3489,3489,367,1744
21,2101905,14703,14703,1495,10865
31,3131406,1959,1959,358,1045
51,5103106,3198,3198,248,1588
52,5218904,9695,9695,1175,3200
23,2300606,6893,6893,716,4378
31,3163409,2958,2958,383,1553
29,2919926,10667,10667,903,7404
28,2804805,124700,124700,16048,79767
35,3517406,9212,9212,1718,4964
35,3530607,148954,148954,18424,91968
43,4311304,9692,9692,1464,4961
23,2313807,15825,15825,1642,12726
21,2111672,4716,4716,276,3911
31,3137536,5242,5242,681,2177
22,2205540,2447,2447,222,1578
41,4113205,16215,16215,1667,6815
29,2924207,12020,12020,628,9176
28,2801900,2933,2933,239,2172
13,1304062,48319,48319,5818,39297
35,3556354,3441,3441,428,1275
26,2602803,37533,37533,3264,29588
41,4114351,1271,1271,120,258
35,3541703,5949,5949,483,2598
31,3143609,1898,1898,352,666
31,3144201,1956,1956,300,833
41,4111605,1046,1046,93,299
41,4126355,1600,1600,236,493
42,4208708,2669,2669,397,1085
42,4212254,3911,3911,527,2252
43,4318457,1475,1475,117,595
52,5201702,11214,11214,1245,5162
31,3153400,7159,7159,850,3142
21,2106375,9347,9347,519,7331
26,2610301,12413,12413,1195,8901
41,4115309,2622,2622,384,771
52,5205059,2138,2138,238,1255
23,2303501,50947,50947,7915,35848
28,2801405,14121,14121,1343,10403
35,3551801,8025,8025,1352,4655
42,4213708,2955,2955,669,931
25,2504306,18546,18546,2147,12379
31,3137106,3156,3156,276,1724
29,2921500,42274,42274,3868,30443
35,3536257,1775,1775,214,589
33,3304151,14131,14131,1681,7301
50,5005004,12423,12423,2619,4548
35,3541802,1401,1401,150,506
23,2311603,21738,21738,2687,14504
22,2204204,5586,5586,521,3251
31,3148806,2026,2026,249,1030
41,4120655,1805,1805,185,580
24,2400406,2435,2435,210,1397
33,3302304,4959,4959,681,2353
35,3524808,12913,12913,2880,4560
27,2706406,17067,17067,1653,11908
25,2508307,19133,19133,2456,12311
17,1703305,3592,3592,345,2594
23,2307106,21878,21878,2526,15081
43,4318200,7352,7352,851,3531
31,3138203,42592,42592,2987,13901
43,4301958,1478,1478,34,65
41,4108601,12131,12131,1637,5782
35,3500907,1547,1547,167,517
23,2305803,31443,31443,3031,23761
25,2509057,7432,7432,717,6193
52,5215603,17151,17151,2683,8837
31,3111002,7330,7330,1116,3187
52,5219357,2628,2628,279,1200
41,4107504,5118,5118,621,2067
31,3149101,5248,5248,604,2530
52,5220280,1470,1470,113,605
31,3142106,4858,4858,691,1975
11,1100338,15985,15985,1893,8985
31,3124609,1227,1227,237,665
31,3129905,1411,1411,204,601
29,2901502,7133,7133,525,5052
22,2203750,4693,4693,178,4062
51,5106174,3820,3820,205,2673
51,5107354,4548,4548,295,2914
26,2613701,66594,66594,9900,44701
17,1718501,3212,3212,309,2393
21,2102150,7970,7970,483,6698
35,3505351,4403,4403,407,2885
42,4205506,13784,13784,1802,5065
43,4309258,268,268,30,73
42,4204152,1140,1140,110,533
29,2911907,18174,18174,2346,12855
28,2805109,7549,7549,621,5963
23,2309458,19139,19139,2444,13025
26,2610004,38077,38077,4901,26857
29,2927507,18470,18470,1321,13627
35,3511607,5574,5574,809,1633
22,2209351,3401,3401,295,1762
35,3520905,4876,4876,521,2434
32,3204658,5579,5579,513,2854
25,2516151,3404,3404,296,2343
21,2103554,12093,12093,1098,9718
22,2207801,15704,15704,1054,11482
24,2409100,9619,9619,864,6566
15,1502954,21847,21847,2137,13169
35,3533007,6944,6944,982,2768
35,3545407,3628,3628,721,1540
29,2902807,19022,19022,1450,12314
43,4312302,2769,2769,143,1057
35,3552551,2039,2039,173,510
31,3148509,5262,5262,579,3630
51,5107578,2201,2201,151,878
24,2409902,7982,7982,838,5382
35,3512407,6903,6903,614,1175
35,3526605,3348,3348,355,1844
43,4308003,2344,2344,196,1217
29,2933059,11022,11022,662,7978
35,3554003,33819,33819,4238,17724
52,5216403,5430,5430,592,2054
29,2917904,7543,7543,625,5812
21,2106672,6218,6218,438,5252
35,3507456,1825,1825,165,630
11,1101005,5697,5697,431,3015
23,2308005,28706,28706,3702,18848
41,4117297,1850,1850,212,602
25,2508109,3643,3643,366,2521
41,4124806,4122,4122,394,1025
42,4212270,2250,2250,196,958
33,3300100,80323,80323,8848,45555
29,2922656,10257,10257,899,7507
31,3138104,4790,4790,405,2862
52,5209200,11236,11236,1272,6421
52,5200175,3451,3451,367,1281
43,4304614,654,654,51,149
24,2406205,5583,5583,535,3886
21,2105401,44805,44805,4660,31486
42,4207403,1308,1308,192,498
29,2900306,10704,10704,1246,8271
43,4313706,14849,14849,2327,7284
23,2303105,14819,14819,1658,8910
25,2505279,4521,4521,387,3811
26,2604007,49165,49165,6766,33203
31,3167707,3443,3443,443,2130
22,2202307,14033,14033,1175,10837
33,3301009,216354,216354,27994,146303
42,4211801,1082,1082,117,238
24,2412500,17626,17626,2159,11748
41,4100301,5316,5316,674,2975
21,2110856,6730,6730,399,4879
31,3160207,2511,2511,380,1467
43,4307005,27508,27508,3004,8472
41,4114807,16910,16910,1921,5569
43,4315552,1973,1973,86,763
21,2104081,10466,10466,916,9028
41,4103107,8387,8387,896,4526
31,3150000,2614,2614,320,1338
26,2601201,42478,42478,5471,29619
26,2608453,12631,12631,1337,8755
52,5217401,14573,14573,1535,5800
24,2408706,2782,2782,258,1587
52,5214051,3962,3962,367,1530
31,3162575,3994,3994,455,2077
26,2600708,26949,26949,3619,19335
43,4314175,1370,1370,105,527
35,3532801,2309,2309,374,823
15,1506104,8938,8938,1023,6652
31,3160009,2030,2030,354,1047
29,2923001,27654,27654,3675,16622
43,4319109,2166,2166,122,399
31,3117702,6671,6671,1081,2963
41,4126405,2969,2969,292,679
21,2112308,24588,24588,1933,18596
31,3117801,4920,4920,623,2007
21,2108454,15838,15838,1104,13009
42,4202909,18096,18096,2766,8275
43,4303301,1954,1954,154,555
43,4312377,1379,1379,211,686
35,3531100,25821,25821,4889,14505
31,3107604,2031,2031,210,1058
31,3116704,4165,4165,468,1832
23,2305654,8467,8467,959,5991
35,3503901,35712,35712,4217,18857
17,1714203,5842,5842,677,3153
41,4103404,1295,1295,166,381
31,3156502,4340,4340,464,2672
35,3535606,6980,6980,1255,3219
31,3116209,1888,1888,204,885
43,4306353,1525,1525,111,738
35,3500501,4223,4223,748,1303
15,1506138,45622,45622,6245,25726
43,4300109,4918,4918,591,2377
52,5206602,1500,1500,139,497
15,1502004,18362,18362,1137,15647
22,2205706,24825,24825,2524,18085
23,2305266,11126,11126,1307,7562
51,5103254,14771,14771,1130,5257
25,2513802,3651,3651,302,2628
29,2933505,16323,16323,1782,12654
24,2412005,68078,68078,8342,43617
35,3544103,19483,19483,1967,9791
35,3505906,16387,16387,2199,7563
25,2512903,16289,16289,2159,11727
43,4312252,4195,4195,419,2378
31,3109709,3604,3604,632,1381
21,2109205,9654,9654,671,8277
23,2310902,11648,11648,1084,6745
29,2927309,12575,12575,797,9486
35,3540309,1386,1386,139,349
26,2610400,15328,15328,1586,10662
27,2708402,26554,26554,2735,19933
52,5221197,5027,5027,497,3031
41,4117222,3547,3547,220,896
26,2605509,8887,8887,1209,5574
35,3544905,2614,2614,347,1101
31,3171501,2433,2433,422,1564
33,3304755,28661,28661,5391,18235
41,4107108,2386,2386,276,837
35,3545506,1838,1838,185,886
28,2804706,5045,5045,639,3232
43,4315602,90075,90075,11519,32472
41,4128625,1881,1881,270,901
35,3502754,9842,9842,1062,5428
26,2609006,16251,16251,3088,10896
22,2205250,3480,3480,237,2630
25,2511905,13242,13242,1041,9921
43,4309506,2065,2065,364,867
50,5002407,13690,13690,1672,6048
31,3130606,3075,3075,478,1103
51,5101209,631,631,96,310
43,4301305,9260,9260,1691,4239
21,2105450,6883,6883,347,5367
25,2517209,3804,3804,398,2373
42,4200804,1321,1321,138,354
42,4202107,15041,15041,1993,5779
42,4216404,2562,2562,404,1458
13,1303205,12672,12672,1821,9293
29,2931509,15629,15629,1316,9776
23,2311959,16319,16319,1358,10897
29,2928802,34624,34624,3369,21467
26,2602308,29053,29053,2978,21104
43,4310009,4805,4805,554,582
17,1713957,2731,2731,252,1465
43,4321832,1530,1530,138,791
43,4307203,2434,2434,235,955
22,2208403,40780,40780,6176,27514
24,2400505,9871,9871,1191,5967
24,2401008,26240,26240,3031,16807
43,4306759,961,961,35,134
35,3546256,933,933,98,234
31,3106903,7010,7010,1049,3467
21,2111102,17396,17396,1442,12721
31,3107208,2944,2944,471,1862
35,3510203,22618,22618,3216,11505
33,3304904,328872,328872,38066,183179
11,1100288,21772,21772,3309,6348
29,2929057,11669,11669,1195,7407
21,2111904,9039,9039,421,7390
26,2603702,16185,16185,2052,11556
29,2914604,47769,47769,4237,32322
17,1706001,4288,4288,409,2351
43,4301800,2052,2052,259,867
29,2901809,8144,8144,716,5931
43,4311130,1707,1707,109,950
31,3130408,3110,3110,319,1569
31,3156106,2787,2787,325,1098
26,2616506,10437,10437,1184,7946
42,4209904,1357,1357,329,380
43,4319125,1778,1778,133,947
32,3202652,8298,8298,775,3480
22,2206357,5491,5491,413,4076
41,4112603,954,954,57,328
31,3111309,5524,5524,678,2943
31,3139003,18685,18685,1870,7370
43,4305355,11698,11698,1140,4511
31,3154408,2678,2678,309,1481
43,4316204,1367,1367,82,588
26,2611101,223134,223134,25188,136411
43,4323408,1155,1155,86,295
50,5007935,6453,6453,689,2633
42,4213203,2064,2064,423,200
25,2515971,6314,6314,707,5243
35,3516507,1193,1193,118,299
31,3113107,1408,1408,136,799
35,3515004,125578,125578,13587,59570
33,3303005,15066,15066,1607,8841
23,2304509,11123,11123,1292,7399
31,3104007,34970,34970,5620,15897
24,2411809,2646,2646,174,1314
28,2803104,3589,3589,389,2375
42,4208005,2103,2103,232,986
23,2304350,16468,16468,3059,9283
32,3200201,14999,14999,1620,7604
31,3125903,4493,4493,703,2364
41,4115606,5409,5409,750,876
17,1703826,1731,1731,203,981
25,2506509,2681,2681,216,1800
31,3160801,2879,2879,330,1599
26,2613909,55909,55909,8675,35583
21,2111631,4736,4736,189,3899
35,3547502,7783,7783,1091,2686
41,4113429,2854,2854,245,875
22,2207934,2616,2616,180,1946
31,3145356,6866,6866,780,4532
31,3147600,6441,6441,947,1773
21,2108058,15402,15402,1002,12842
35,3533809,1009,1009,108,499
43,4314605,8976,8976,1133,3878
42,4210035,1133,1133,94,93
42,4202859,218,218,75,44
43,4321634,630,630,42,24
29,2902252,5975,5975,874,4114
21,2105005,24457,24457,2107,20346
17,1711902,7282,7282,722,4888
26,2605400,16378,16378,1502,13157
41,4113254,4605,4605,257,2643
21,2104701,5221,5221,395,3717
14,1400605,6298,6298,451,4328
27,2707602,9356,9356,1011,6867
31,3169901,39779,39779,5147,15063
22,2206753,3885,3885,322,2751
52,5218706,2666,2666,431,946
31,3155405,4721,4721,966,1696
31,3146107,27103,27103,2720,13038
35,3529708,8722,8722,1125,5116
41,4124004,2734,2734,361,1050
31,3100401,2289,2289,329,1116
35,3509908,6497,6497,801,4117
35,3537156,1273,1273,115,398
15,1508407,27465,27465,3023,17556
42,4201901,753,753,185,217
22,2201309,2866,2866,260,2155
28,2805604,21883,21883,1472,17998
31,3165602,1466,1466,249,522
35,3507100,9656,9656,1202,4900
21,2111573,4188,4188,411,2971
35,3536604,3133,3133,514,1693
31,3140555,6106,6106,699,4381
33,3302056,6197,6197,943,3250
17,1720655,3887,3887,324,2332
28,2801306,20387,20387,2955,14575
43,4317251,169,169,7,43
27,2705705,14054,14054,1504,10567
42,4200309,640,640,140,292
28,2806602,7858,7858,831,5819
17,1718303,5171,5171,525,3245
35,3541901,4571,4571,503,2024
13,1303536,22554,22554,2319,15694
52,5204250,4178,4178,429,1276
42,4208500,4333,4333,868,1598
15,1505809,53320,53320,5792,44149
21,2103505,26750,26750,1411,22467
17,1721257,1227,1227,134,559
31,3126901,6193,6193,1049,3474
35,3545001,7492,7492,856,3589
29,2930758,11338,11338,686,9190
43,4301008,6757,6757,385,1307
22,2211100,33016,33016,2928,26067
27,2707909,4851,4851,666,3400
52,5204003,4547,4547,567,2851
35,3524600,7978,7978,1374,4239
42,4205209,957,957,187,126
21,2111789,12071,12071,457,10229
31,3171071,4042,4042,308,1963
31,3161601,2450,2450,397,1429
29,2922102,14693,14693,800,11634
43,4323754,1492,1492,146,569
22,2202505,8271,8271,594,6937
24,2404804,1565,1565,102,606
29,2905206,35725,35725,3127,21347
51,5106224,18865,18865,1340,5290
13,1301654,13692,13692,1209,11662
26,2614600,22310,22310,2019,15747
41,4120309,2000,2000,173,978
35,3549953,7717,7717,1222,3812
31,3104809,2799,2799,445,1417
17,1717206,1980,1980,138,1148
31,3163201,2210,2210,253,889
29,2919553,57064,57064,3709,36846
43,4317954,756,756,67,181
23,2301901,49939,49939,7721,27645
25,2506608,4223,4223,318,2731
52,5218391,2700,2700,503,1094
24,2413003,4329,4329,338,2576
50,5006259,1692,1692,236,654
33,3306305,96477,96477,10182,48531
35,3540408,1841,1841,253,817
13,1303700,25864,25864,2111,19646
22,2200608,5253,5253,412,4018
42,4209805,928,928,80,403
31,3158904,5430,5430,379,3247
35,3511201,2258,2258,193,643
22,2209559,4165,4165,342,2888
35,3554656,1338,1338,217,740
24,2404200,18214,18214,2161,12860
52,5205307,8074,8074,651,4306
25,2503506,12025,12025,1273,8618
15,1505403,14547,14547,1239,11046
31,3127339,3962,3962,245,1906
15,1503044,13728,13728,1057,10038
52,5201108,141140,141140,19743,37065
21,2112100,19241,19241,1488,15197
42,4214409,2418,2418,367,942
29,2915007,11978,11978,717,9397
13,1301852,51666,51666,5624,39864
31,3124500,4660,4660,537,2251
42,4211306,26823,26823,2953,12910
42,4205902,12511,12511,1512,3922
32,3202009,4230,4230,396,1843
21,2104651,7910,7910,523,6529
14,1400100,200882,200882,29665,117730
43,4317905,2567,2567,275,1003
31,3142700,9606,9606,1078,6087
31,3104106,3220,3220,405,1001
26,2604403,10033,10033,932,7756
32,3204401,4590,4590,596,2067
29,2918001,93289,93289,19287,52640
29,2923407,16798,16798,1651,10098
27,2707701,62371,62371,8566,36757
21,2106805,11525,11525,464,9592
31,3159506,3521,3521,258,2596
24,2400208,40930,40930,5042,24276
12,1200328,8733,8733,542,7459
26,2605152,12731,12731,1221,7379
42,4213401,4824,4824,819,2030
23,2313757,13310,13310,1412,10127
41,4117107,5888,5888,629,2091
41,4122503,5142,5142,820,1736
15,1503804,26925,26925,3116,19179
29,2924306,15111,15111,1450,8882
29,2908309,10901,10901,1200,7072
29,2912905,14559,14559,3317,9025
25,2511509,8501,8501,1306,6593
22,2206407,6891,6891,611,4819
35,3549003,1109,1109,165,410
50,5003702,83926,83926,12382,39562
22,2207702,88082,88082,13965,54819
41,4112108,8457,8457,1123,3007
42,4209151,1962,1962,286,1156
35,3507704,2700,2700,170,1336
31,3163904,2135,2135,245,1104
31,3111200,21402,21402,2409,9175
26,2612208,40864,40864,5170,25693
35,3536802,2086,2086,370,946
24,2408508,4018,4018,356,1817
31,3165206,3353,3353,442,1225
35,3513306,849,849,86,335
23,2300754,32527,32527,3279,25512
35,3551207,2169,2169,291,885
22,2210409,13683,13683,944,9217
22,2208007,45501,45501,4670,29419
31,3127388,2440,2440,441,1046
31,3136959,4781,4781,438,2853
42,4203204,23876,23876,3132,9084
43,4313904,7710,7710,994,2760
35,3527900,1193,1193,124,422
35,3509403,7698,7698,1444,3664
31,3107000,1100,1100,155,630
11,1100262,1981,1981,222,744
23,2302008,15655,15655,1659,9649
43,4315958,1254,1254,175,407
25,2509404,10864,10864,895,8472
43,4317400,14691,14691,2440,5421
31,3168101,2102,2102,180,1275
21,2105609,12202,12202,825,9637
31,3141306,1962,1962,160,931
31,3167004,1044,1044,149,673
27,2705309,4213,4213,303,2881
31,3136306,23033,23033,3389,12591
31,3162922,18786,18786,2204,10693
41,4120002,4791,4791,594,2097
35,3530003,1327,1327,262,359
14,1400233,9231,9231,672,6870
52,5209952,7620,7620,797,3031
31,3150109,1301,1301,269,694
22,2205854,6715,6715,360,4954
41,4112405,3751,3751,318,1309
23,2305308,18026,18026,1943,12360
50,5004908,3276,3276,397,1093
22,2201051,6474,6474,444,4471
11,1100122,52671,52671,8374,21245
23,2301851,12713,12713,1389,8568
35,3534203,1662,1662,197,484
35,3515152,8034,8034,773,2893
35,3536901,1364,1364,128,250
31,3156700,47582,47582,5689,23429
22,2202251,2497,2497,142,1941
43,4313409,63968,63968,7555,26729
35,3554805,13289,13289,1884,6965
17,1720499,3235,3235,315,1770
43,4309571,756,756,85,493
50,5006408,4129,4129,683,2108
41,4111506,11624,11624,2295,2450
41,4106506,7885,7885,971,2938
42,4202503,2111,2111,203,1265
43,4304903,1829,1829,142,517
29,2906899,8096,8096,888,4741
41,4120705,3648,3648,525,1509
43,4313300,6539,6539,483,2046
17,1716653,3703,3703,396,1869
31,3138351,2740,2740,333,1269
43,4307708,29966,29966,3424,12600
15,1508126,18462,18462,1521,13120
29,2900801,19757,19757,2055,13363
43,4321493,1425,1425,68,348
31,3112307,25847,25847,3271,11211
51,5106455,2335,2335,197,1093
28,2806305,11085,11085,1215,8067
29,2925204,19770,19770,2333,13205
29,2925006,19322,19322,2521,12179
31,3142809,9164,9164,1386,4408
35,3503208,54875,54875,7712,23123
25,2512606,1464,1464,146,988
22,2205102,6995,6995,516,5106
43,4312054,1579,1579,144,267
35,3535200,3075,3075,491,1007
41,4123808,4131,4131,593,1141
31,3137007,9624,9624,1192,7044
23,2302909,13039,13039,1506,9200
31,3139250,4182,4182,234,2235
22,2210300,3961,3961,335,2965
21,2114007,31530,31530,3057,22577
35,3554904,2504,2504,358,787
41,4117404,1176,1176,185,320
26,2607653,24841,24841,3912,17399
26,2600906,13886,13886,1420,10254
50,5003157,13254,13254,1907,8870
15,1502806,31077,31077,1684,27100
31,3155702,7241,7241,843,3254
41,4116208,8241,8241,892,4336
35,3538105,4038,4038,521,1493
41,4123600,804,804,102,367
16,1600204,8342,8342,769,6328
41,4100400,48990,48990,5391,19140
31,3111507,4624,4624,756,2525
31,3162252,3811,3811,299,2166
35,3545100,2172,2172,237,957
33,3306206,14866,14866,1744,8729
24,2411205,23296,23296,3571,15884
26,2612554,11864,11864,1153,7531
31,3171006,6134,6134,799,2578
35,3509957,2999,2999,272,1607
23,2302206,39326,39326,4789,28645
52,5203500,10083,10083,985,4083
35,3541505,7681,7681,1366,3549
41,4121307,2152,2152,193,745
43,4300455,1544,1544,223,797
33,3302700,124840,124840,11126,42975
35,3526308,2186,2186,445,1067
15,1507755,3857,3857,290,2648
43,4321451,6592,6592,682,1773
24,2408409,2909,2909,302,1686
23,2311355,12148,12148,1190,8111
31,3147105,25876,25876,3567,9827
52,5204557,2485,2485,382,992
43,4315800,3799,3799,272,1022
42,4209854,1159,1159,186,265
31,3117108,4972,4972,540,2225
25,2507507,341277,341277,50408,210021
29,2927200,19560,19560,1833,14275
23,2304103,43670,43670,7183,28743
31,3169307,29164,29164,4234,12628
50,5004403,4260,4260,386,1299
26,2601508,7896,7896,730,6345
42,4209003,5184,5184,708,1646
41,4128302,1091,1091,88,378
41,4128005,11194,11194,1381,4648
41,4105805,88840,88840,9721,38019
31,3169059,1631,1631,177,964
24,2407203,14062,14062,1681,8847
35,3515806,687,687,101,235
43,4301651,1064,1064,96,84
31,3132404,29132,29132,4261,12932
51,5105507,8765,8765,619,4767
29,2924405,28437,28437,1930,23919
13,1303106,23623,23623,2498,19475
42,4211108,3932,3932,427,2314
31,3136504,5263,5263,829,3044
21,2106102,8379,8379,710,6344
29,2928307,7199,7199,481,5615
35,3504305,2159,2159,302,1204
27,2705200,11517,11517,1388,6591
24,2414605,11185,11185,955,6233
17,1708205,12060,12060,1406,6788
21,2109809,23574,23574,1794,18948
43,4314050,21533,21533,2080,9274
26,2601300,8409,8409,1272,5942
35,3505104,3294,3294,414,1694
52,5204300,6068,6068,976,1760
42,4211900,56422,56422,7496,22407
31,3109303,15666,15666,2250,7691
25,2501302,14780,14780,1341,11234
22,2205599,4596,4596,294,3213
31,3155207,2782,2782,287,1848
50,5006275,2343,2343,210,685
41,4115853,1669,1669,214,281
41,4103958,2692,2692,186,1275
28,2802403,8988,8988,684,6848
35,3557303,3242,3242,500,1463
29,2910859,15255,15255,1171,10970
32,3204955,4693,4693,484,1365
23,2310209,27798,27798,4309,19134
29,2924009,67862,67862,7921,44377
51,5103858,5007,5007,175,3439
35,3553104,2354,2354,323,1096
42,4215059,981,981,138,501
32,3205176,7668,7668,800,4551
11,1100379,4654,4654,503,1327
27,2701506,8209,8209,655,6743
15,1507805,17058,17058,935,13829
15,1500859,27271,27271,1768,20580
15,1501105,20614,20614,1077,19184
22,2207777,3937,3937,266,2506
31,3164001,3604,3604,651,1132
25,2515500,9783,9783,732,6687
35,3504008,27360,27360,3393,11762
35,3554706,3425,3425,413,1088
31,3127800,7916,7916,913,4740
43,4320305,1406,1406,148,417
35,3517901,4564,4564,658,1946
51,5104609,5593,5593,548,2482
41,4112702,6058,6058,833,2714
43,4304101,1628,1628,149,921
35,3513900,4055,4055,549,2400
21,2100477,21669,21669,1617,16781
31,3117207,1445,1445,145,963
43,4308854,649,649,41,142
17,1700301,3500,3500,473,1732
42,4211876,628,628,126,139
27,2701308,13432,13432,1628,10520
43,4310751,801,801,43,239
51,5104104,15571,15571,1891,9231
52,5219506,1832,1832,121,802
41,4124103,19790,19790,2314,8473
33,3301900,130038,130038,14153,73644
31,3107406,19573,19573,2099,8547
31,3110905,7617,7617,1095,3429
25,2513158,6373,6373,535,4590
32,3200300,5697,5697,524,2189
29,2908101,13821,13821,992,9446
29,2915106,10762,10762,1674,7572
29,2901155,12665,12665,838,9629
29,2925402,7598,7598,683,5526
15,1502509,18420,18420,1113,16706
43,4318432,1016,1016,89,428
31,3110400,1086,1086,131,499
27,2707008,1803,1803,199,1227
29,2908804,3453,3453,349,2249
35,3545605,6406,6406,403,1866
13,1300201,12208,12208,911,9807
43,4313359,156,156,39,71
15,1500305,38305,38305,2721,32463
25,2500577,2501,2501,200,2035
50,5000807,4225,4225,400,1604
24,2411106,2414,2414,246,1441
22,2200053,5199,5199,331,3718
21,2112407,28157,28157,1386,24138
31,3148756,5764,5764,387,4316
31,3134103,3897,3897,439,2275
27,2705507,17672,17672,2535,12435
23,2301208,22190,22190,3055,14333
29,2927408,1098135,1098135,150317,681524
41,4123006,5122,5122,531,2047
21,2102606,16295,16295,922,13177
29,2900900,4028,4028,689,2673
15,1507607,37210,37210,4378,27356
29,2906402,6518,6518,428,4260
29,2924652,6539,6539,467,4534
42,4202602,3451,3451,358,1914
23,2303402,12604,12604,1708,8315
11,1101757,6774,6774,552,3001
26,2604908,12822,12822,770,9646
29,2928000,29981,29981,2723,21812
43,4306106,17464,17464,3464,8650
41,4127908,3750,3750,381,1318
31,3112109,3287,3287,210,2471
32,3205150,5392,5392,423,2607
43,4311239,1111,1111,123,432
31,3125408,4238,4238,406,2100
23,2312205,33009,33009,2940,20519
23,2313906,10504,10504,1262,7325
12,1200336,16104,16104,1056,13627
31,3153608,5385,5385,584,2356
15,1502152,47947,47947,3184,28262
42,4212007,2582,2582,222,1281
43,4315156,1766,1766,173,786
43,4316600,2312,2312,450,564
26,2601052,13957,13957,1574,10588
11,1100809,17356,17356,2084,10215
35,3553302,8446,8446,887,3857
31,3105400,9067,9067,1111,4006
35,3557204,4480,4480,545,2290
22,2207009,28918,28918,2768,18722
