"codigo_estado","codigo_municipio","qtd_membros","cadunico","bpc","pbf"
23,2307650,138022,138022,23366,88156
25,2504801,11265,11265,1256,8648
21,2111532,8947,8947,665,5912
21,2109106,24699,24699,2910,16626
52,5215009,5957,5957,497,2894
21,2100832,15241,15241,758,13239
32,3202108,12994,12994,2127,6330
35,3502200,10440,10440,1485,4526
31,3122801,1399,1399,147,810
31,3149150,6647,6647,1005,3885
17,1703602,1671,1671,168,824
52,5219100,3590,3590,445,1528
31,3102100,6596,6596,653,3787
50,5000609,25920,25920,3249,14263
25,2502607,4804,4804,382,3138
26,2602001,27150,27150,2266,21430
13,1303502,15021,15021,1589,13155
26,2600609,10263,10263,1048,7332
42,4205555,1103,1103,175,531
41,4113734,3763,3763,473,1733
31,3127073,4079,4079,366,2056
31,3106507,6774,6774,641,3427
15,1501956,16623,16623,844,14397
29,2920809,8471,8471,579,6588
32,3204500,6412,6412,514,3593
41,4118303,1343,1343,115,439
31,3160504,1314,1314,158,612
32,3202702,6929,6929,468,3494
43,4318622,1940,1940,182,1114
24,2401107,15303,15303,2360,9418
29,2916500,23734,23734,2241,18476
27,2700706,14062,14062,1341,11309
43,4305306,3559,3559,175,674
41,4102901,10065,10065,744,4560
52,5220207,14413,14413,1835,6561
26,2609303,12464,12464,1501,8805
17,1712009,1874,1874,229,802
26,2601805,9777,9777,1016,7181
31,3154101,4958,4958,867,1985
31,3135357,7017,7017,791,3891
41,4107157,2762,2762,339,1084
43,4300059,1276,1276,74,684
22,2205300,3571,3571,222,2540
22,2201903,17982,17982,1443,12712
31,3128303,6853,6853,749,3096
35,3533304,1736,1736,158,502
31,3103306,1427,1427,227,493
43,4305587,537,537,26,111
28,2800704,5996,5996,537,4439
32,3205010,16171,16171,1575,6306
31,3162500,30059,30059,3069,12912
52,5221858,72730,72730,8747,34782
15,1502301,43747,43747,3176,33798
31,3115458,6155,6155,792,4068
17,1715754,4246,4246,472,2235
12,1200013,10501,10501,1059,6865
25,2512309,14450,14450,1090,9811
41,4110953,6086,6086,743,1196
22,2202075,2386,2386,205,1544
41,4126256,34333,34333,5813,10376
35,3519907,3591,3591,446,1568
41,4121257,2567,2567,271,639
43,4305108,84608,84608,10184,36130
42,4213005,1297,1297,100,189
43,4306601,15191,15191,1988,7272
35,3548906,55095,55095,7800,25329
29,2919108,8021,8021,447,6005
15,1506906,6186,6186,447,4662
31,3170107,84781,84781,13499,42469
17,1702406,8282,8282,613,4975
25,2503605,4703,4703,489,3672
31,3110202,3204,3204,290,1363
25,2501609,9513,9513,803,6930
35,3554607,1409,1409,166,666
25,2504405,12992,12992,1053,10037
25,2517100,1978,1978,109,983
43,4323101,3057,3057,336,1881
29,2919207,98450,98450,13739,63692
11,1100254,12895,12895,1244,5774
17,1709302,12415,12415,1815,5998
35,3541604,8577,8577,1496,4966
21,2102705,12800,12800,1035,10314
29,2906857,8364,8364,597,4838
41,4121000,5942,5942,703,2346
28,2806701,51158,51158,7034,31870
35,3528502,36435,36435,4518,19375
52,5220702,2265,2265,158,1462
35,3530805,17596,17596,2944,6886
21,2100907,28821,28821,2319,23847
35,3535507,16678,16678,1505,8826
41,4119103,4062,4062,459,1628
43,4322558,513,513,63,97
43,4313391,1526,1526,117,638
31,3171600,8512,8512,780,4031
42,4218103,1789,1789,240,739
41,4104709,7781,7781,771,3271
21,2109908,52110,52110,6209,36254
29,2913200,18154,18154,2007,11598
29,2909802,36698,36698,3716,23750
35,3516408,60903,60903,6676,30582
27,2704500,22698,22698,1835,17715
32,3202454,11906,11906,1521,3492
43,4312476,845,845,99,224
28,2806206,15575,15575,1660,10839
13,1304203,57742,57742,6169,46839
31,3127354,2252,2252,163,1028
26,2609402,36836,36836,4786,25121
31,3155009,1407,1407,119,624
22,2204402,8708,8708,890,6720
51,5108956,4439,4439,459,2261
31,3169703,12796,12796,1399,5980
26,2601607,16257,16257,1116,13029
22,2210706,11062,11062,922,7257
35,3511706,5026,5026,631,2328
17,1711951,2607,2607,239,1456
26,2605103,26420,26420,1796,19711
31,3143708,1896,1896,312,1136
41,4121802,5038,5038,614,1969
24,2401503,2873,2873,283,1877
41,4125555,836,836,66,206
35,3509205,37770,37770,3353,18819
29,2919157,21498,21498,1627,14817
43,4323804,6602,6602,1045,2435
35,3555208,923,923,71,246
31,3160454,5441,5441,319,4167
35,3519303,13046,13046,1301,7468
31,3154705,1930,1930,164,731
25,2516805,6647,6647,500,4865
17,1701903,4354,4354,391,2466
22,2208551,2030,2030,73,1589
31,3116407,2323,2323,393,1114
52,5212006,1927,1927,283,819
29,2933455,10009,10009,780,6417
41,4126504,5064,5064,802,2111
35,3505807,7547,7547,775,2085
52,5207253,3557,3557,411,1645
35,3500758,2102,2102,384,785
24,2407104,50325,50325,6133,33161
42,4201257,1437,1437,324,520
31,3154309,9151,9151,1273,4248
21,2105922,7881,7881,410,6671
31,3131158,7927,7927,1107,3589
15,1508084,23609,23609,2354,10417
12,1200807,16010,16010,1623,11445
51,5100250,23293,23293,3488,10611
11,1100098,13583,13583,2496,5608
35,3548401,1872,1872,183,797
52,5205901,3740,3740,444,1849
25,2501807,57111,57111,11253,37265
31,3157708,4298,4298,523,2310
35,3540507,3639,3639,604,1572
43,4313003,1100,1100,65,160
35,3545209,26676,26676,3613,12524
29,2926202,17084,17084,1356,13466
31,3119708,1429,1429,132,492
28,2804409,11828,11828,1352,8366
41,4103602,10851,10851,1158,4235
43,4319604,8520,8520,1575,3326
35,3515129,1330,1330,101,454
42,4215554,710,710,85,80
31,3156007,7833,7833,1155,3938
31,3137205,20216,20216,2527,8105
23,2303907,9984,9984,1818,7080
25,2512705,13615,13615,1368,10471
43,4308433,966,966,43,122
52,5213905,2343,2343,270,832
31,3165008,5062,5062,494,2005
43,4313201,2341,2341,238,657
25,2513208,4510,4510,427,2762
31,3139409,34552,34552,4721,14558
27,2703759,8084,8084,705,6552
29,2908705,13755,13755,1231,7967
24,2414407,26164,26164,1920,19823
52,5211404,4873,4873,537,2045
31,3122009,13372,13372,1779,7598
26,2609808,13681,13681,818,10905
29,2918357,20190,20190,1657,13641
14,1400159,14288,14288,1177,11123
41,4103354,2509,2509,307,879
35,3548005,8106,8106,1091,3490
35,3552700,3841,3841,509,1733
51,5103957,1663,1663,172,899
21,2108603,56542,56542,5894,44245
35,3508504,27007,27007,3728,12502
25,2503308,7130,7130,599,4907
26,2612703,11708,11708,958,8459
35,3542305,2234,2234,428,1151
31,3144672,2707,2707,339,1689
11,1101492,9386,9386,681,4427
35,3538907,7971,7971,1102,3689
41,4104303,36573,36573,4560,13927
29,2921450,7770,7770,634,5350
13,1303007,17849,17849,964,14551
35,3501400,1852,1852,128,904
31,3151107,6172,6172,843,2659
51,5101902,8184,8184,742,3339
22,2206902,4265,4265,254,2874
31,3138500,2357,2357,492,1223
26,2608255,8806,8806,850,6519
33,3300803,29962,29962,3582,17311
21,2102754,8234,8234,728,6554
23,2311801,45983,45983,6201,25545
31,3135803,14582,14582,2550,8481
41,4104204,39570,39570,4576,16440
52,5202155,4789,4789,460,2512
31,3120607,2689,2689,291,1089
32,3200805,15379,15379,1831,6847
13,1302108,7203,7203,515,6052
35,3516804,1377,1377,213,485
31,3152402,7644,7644,1264,3966
42,4214904,437,437,82,104
17,1703909,3895,3895,301,2616
42,4205704,10035,10035,911,4439
29,2925600,11818,11818,801,8332
17,1712801,2675,2675,360,1645
42,4208302,17555,17555,1930,6961
24,2404101,1792,1792,133,1001
25,2510204,4470,4470,343,3464
52,5217302,14294,14294,1657,4810
22,2204105,3366,3366,227,2349
41,4122107,1763,1763,239,659
25,2504850,1654,1654,95,985
35,3532207,2330,2330,278,891
17,1716109,18170,18170,3265,6749
43,4314001,1153,1153,127,227
35,3528858,1084,1084,98,497
42,4201950,7205,7205,1009,3360
41,4102752,1799,1799,201,717
29,2918407,147650,147650,13153,104746
43,4321436,5125,5125,672,2478
43,4300661,552,552,45,107
43,4316907,86967,86967,11334,40174
35,3512506,3032,3032,341,1014
41,4115739,2249,2249,255,1244
26,2606309,6443,6443,552,4662
29,2923035,8903,8903,497,6539
23,2312502,4709,4709,405,2162
29,2924504,12236,12236,586,7563
26,2614402,4220,4220,547,2818
29,2922508,16170,16170,1739,11860
52,5219456,2135,2135,132,926
35,3543238,1086,1086,72,441
43,4314068,1866,1866,175,711
25,2513109,8344,8344,1235,5995
31,3130705,2361,2361,283,1229
15,1503606,78683,78683,10982,52041
17,1700707,5274,5274,689,2678
43,4302105,25075,25075,2036,5351
51,5107248,2769,2769,247,1025
28,2807600,19467,19467,2928,13421
43,4321626,669,669,28,47
41,4123402,4135,4135,449,838
52,5207105,1271,1271,146,446
42,4217550,524,524,52,127
43,4300646,3578,3578,432,1776
42,4211652,762,762,85,189
43,4306551,1010,1010,74,322
41,4111407,7332,7332,521,3358
42,4204509,2873,2873,301,1158
28,2802809,11883,11883,1045,8869
25,2511806,7513,7513,883,5083
29,2910602,23146,23146,2998,16948
52,5200209,1292,1292,96,655
22,2207900,29810,29810,3142,23526
42,4200754,306,306,59,61
51,5108204,1698,1698,296,795
50,5004007,5096,5096,558,1647
41,4114302,12241,12241,1395,4820
24,2414902,1831,1831,118,1083
28,2807402,38084,38084,4798,26532
42,4206900,2975,2975,544,857
52,5221007,2561,2561,186,915
31,3142007,9185,9185,1436,5416
41,4102406,13821,13821,1665,4462
21,2103604,43009,43009,4833,31538
29,2906006,56812,56812,4480,40443
29,2904902,21730,21730,2242,16133
25,2515005,5634,5634,452,4272
43,4302709,8716,8716,1087,4958
15,1503309,53065,53065,5452,42893
25,2501534,3993,3993,331,2801
51,5107925,40072,40072,3145,15663
41,4104105,4813,4813,387,2936
27,2701704,9480,9480,1600,6375
42,4200200,1604,1604,268,534
31,3115359,3163,3163,223,1281
31,3167608,13156,13156,1175,8554
52,5210158,1997,1997,163,960
27,2703106,19134,19134,2095,13936
22,2209708,4598,4598,291,3061
41,4121703,14082,14082,1626,7807
31,3130804,1139,1139,108,521
26,2616100,6776,6776,712,4473
27,2708303,12821,12821,2031,8688
31,3133105,5047,5047,659,1855
31,3156403,1023,1023,150,583
23,2303303,13340,13340,1283,8385
24,2401651,2714,2714,207,1687
31,3158607,1731,1731,241,761
42,4204905,1442,1442,237,504
43,4315909,3011,3011,260,1037
52,5213509,5542,5542,524,3589
43,4312625,899,899,54,328
31,3101300,1243,1243,146,855
35,3509700,12316,12316,2197,4172
22,2207553,3572,3572,289,2456
33,3304144,75487,75487,8763,49912
43,4306304,1396,1396,99,266
15,1502772,14892,14892,1593,10308
26,2608701,10316,10316,948,7930
31,3128501,2451,2451,374,1103
31,3128204,4855,4855,596,2643
21,2110005,41747,41747,3498,33076
26,2607406,3925,3925,302,2782
22,2208601,2722,2722,181,2013
23,2309508,16102,16102,1591,12333
22,2206696,5134,5134,453,4215
43,4315131,691,691,38,141
27,2700904,5785,5785,426,4667
35,3529658,829,829,89,288
31,3126950,2819,2819,318,1955
41,4123956,2087,2087,217,826
31,3112604,6817,6817,1007,2395
42,4205407,119148,119148,13958,36445
15,1502905,32257,32257,2902,27349
25,2508208,5394,5394,483,4377
43,4321329,991,991,107,291
11,1101807,3618,3618,350,1543
22,2202851,3803,3803,308,2937
42,4206009,4982,4982,564,2555
31,3162104,18118,18118,1503,7066
43,4310801,2671,2671,305,864
41,4127700,39674,39674,4809,10390
41,4127601,9111,9111,1044,4988
15,1503754,18740,18740,890,16114
24,2402303,15104,15104,1821,9471
33,3305505,63411,63411,6980,24525
22,2208304,19755,19755,3231,14363
31,3134004,9944,9944,1193,5849
35,3510906,983,983,169,435
26,2612471,9882,9882,924,6523
35,3547908,2945,2945,426,1543
35,3514007,3895,3895,286,1630
41,4112900,2356,2356,282,984
17,1705102,2574,2574,223,1357
21,2104305,6950,6950,373,5824
31,3112406,3117,3117,540,1730
41,4100103,3510,3510,364,1418
52,5210802,2478,2478,577,848
35,3552601,3892,3892,417,1654
12,1200054,8943,8943,854,7062
31,3133907,2681,2681,248,1662
21,2100600,28408,28408,1847,22206
41,4109708,12689,12689,1229,4033
52,5219001,4241,4241,440,1292
51,5107750,2138,2138,320,650
15,1500503,25659,25659,1799,20768
23,2312809,6042,6042,652,4209
31,3168903,2899,2899,468,1553
31,3116506,5024,5024,573,2732
28,2803708,5927,5927,535,3815
35,3556909,2660,2660,278,813
31,3143005,5499,5499,757,2280
31,3153509,4936,4936,482,2999
52,5210109,12983,12983,1200,6205
52,5221304,1535,1535,231,731
13,1303569,17198,17198,2467,12393
26,2609105,8837,8837,714,6637
35,3508603,11636,11636,1453,6482
35,3523206,20550,20550,2733,11487
35,3523404,27350,27350,3184,11738
35,3527009,2609,2609,352,991
41,4112207,2689,2689,344,907
41,4114500,7035,7035,771,3790
50,5003454,6356,6356,676,2041
33,3304706,19241,19241,2404,8915
17,1702158,3259,3259,349,1896
43,4314407,118215,118215,20146,58242
22,2201556,3729,3729,375,2281
31,3137809,11255,11255,1738,5062
43,4312674,692,692,60,267
29,2904407,6953,6953,616,4207
35,3534757,3600,3600,549,1126
13,1301209,56108,56108,4383,47785
52,5207352,2412,2412,233,982
21,2100436,16705,16705,1542,12631
27,2708808,25433,25433,2265,19052
43,4319356,313,313,32,41
29,2902708,38308,38308,3640,29923
52,5222005,7255,7255,732,2952
29,2905107,8493,8493,599,6634
25,2505907,2521,2521,130,2001
23,2311009,9159,9159,1019,6168
29,2924801,13449,13449,902,10729
35,3518503,4668,4668,711,1750
31,3106200,675341,675341,85785,322168
15,1504307,25439,25439,2358,20193
43,4311791,859,859,23,155
26,2615300,36370,36370,7940,21180
31,3169802,3003,3003,319,1693
29,2916203,6304,6304,1264,4295
23,2301307,17969,17969,2023,11639
22,2208809,14038,14038,830,10818
13,1300904,12220,12220,870,10516
23,2305332,10687,10687,1061,6810
33,3306156,6781,6781,665,4668
29,2902302,7206,7206,587,5777
43,4307906,15470,15470,1314,6697
17,1713304,8573,8573,1115,4708
26,2611002,24766,24766,2578,17874
52,5208301,4054,4054,354,2536
31,3126208,6342,6342,567,4172
25,2506400,10134,10134,822,7641
29,2933158,10330,10330,734,7586
51,5107958,37069,37069,4896,14891
17,1718659,1574,1574,112,892
35,3531407,8394,8394,1026,3441
27,2708204,5263,5263,542,3844
29,2918100,26623,26623,2198,19907
43,4315149,357,357,44,161
35,3533502,12402,12402,1800,4185
11,1101435,4468,4468,322,2196
42,4200101,9251,9251,765,4409
21,2108702,17240,17240,1433,13777
35,3532702,2438,2438,217,981
51,5103205,12003,12003,1694,4264
31,3164902,1070,1070,91,417
31,3171907,3007,3007,482,1530
29,2910750,14097,14097,1318,10166
41,4120333,2397,2397,247,815
29,2917300,16786,16786,1722,12693
43,4318705,83954,83954,8825,38960
52,5207535,3861,3861,408,1981
24,2410405,7494,7494,464,5166
31,3100203,9780,9780,1632,4181
31,3100609,8577,8577,1159,5860
52,5217708,8859,8859,1348,2684
31,3129509,8333,8333,1475,4384
43,4302204,1914,1914,170,496
17,1714302,3383,3383,428,1798
22,2203909,32710,32710,3974,18886
23,2303600,8162,8162,893,5263
41,4106704,2599,2599,218,786
23,2300408,11221,11221,953,8242
23,2304707,39513,39513,7013,28815
31,3162658,3082,3082,229,1659
41,4113809,2997,2997,214,988
43,4314100,63090,63090,8061,28703
31,3129202,2657,2657,364,925
29,2928703,57804,57804,6741,34016
28,2800407,8526,8526,931,5927
35,3514924,1025,1025,79,491
23,2312403,38424,38424,5055,24365
52,5205471,4786,4786,316,2067
43,4300570,304,304,15,49
15,1506203,29861,29861,3764,20674
35,3532603,3301,3301,669,1241
28,2803609,16975,16975,1836,10835
35,3540853,891,891,78,420
29,2903300,4931,4931,632,3561
52,5206404,6658,6658,722,2741
21,2105153,10911,10911,942,8745
35,3551009,108086,108086,12876,58901
31,3114303,12393,12393,1832,4775
31,3114600,1994,1994,278,538
17,1702109,82154,82154,14064,35396
43,4308706,1672,1672,182,327
17,1703842,6051,6051,789,3678
32,3204203,13031,13031,1846,6595
31,3141009,7696,7696,925,4912
32,3205069,10038,10038,599,4166
41,4128807,3521,3521,429,1341
52,5209804,1892,1892,307,904
42,4211009,2081,2081,228,228
42,4203907,3467,3467,475,1108
42,4202081,1149,1149,104,452
31,3149606,2521,2521,275,1267
41,4101408,47957,47957,6575,17152
15,1502756,24454,24454,2112,20334
29,2928950,6688,6688,468,4573
23,2306009,10045,10045,959,5944
27,2703700,4432,4432,320,3291
31,3118205,3058,3058,373,1326
41,4104907,34564,34564,3186,16679
35,3507605,50987,50987,7022,20559
35,3510005,10029,10029,1424,2970
24,2401909,3167,3167,227,2152
22,2202711,3758,3758,294,2803
23,2309904,5083,5083,599,3327
24,2406106,12150,12150,1287,7960
13,1300805,26956,26956,2050,22980
32,3200136,5873,5873,501,2943
31,3129707,5194,5194,670,2814
43,4301206,3897,3897,487,1628
31,3127602,5658,5658,747,2487
25,2514107,3652,3652,214,2287
32,3200102,16622,16622,1483,7563
35,3519402,3233,3233,534,1459
31,3137601,21687,21687,3186,9965
41,4115358,1819,1819,139,417
23,2308708,40572,40572,4481,26302
27,2700409,26130,26130,3969,19336
35,3506805,3778,3778,429,1765
23,2304954,17235,17235,2266,11412
25,2513406,9941,9941,1039,6496
42,4205175,2025,2025,87,1285
31,3128105,4903,4903,819,2339
22,2210375,1946,1946,190,1159
50,5004700,9966,9966,1088,3440
29,2923209,15744,15744,1709,10745
52,5208806,34939,34939,4321,15808
28,2806107,6694,6694,720,4713
22,2206001,3251,3251,158,2482
43,4310900,1108,1108,89,229
52,5206206,30431,30431,3191,16350
17,1701051,2035,2035,271,783
42,4205001,4133,4133,931,1892
50,5007505,3430,3430,430,1367
11,1101104,5606,5606,664,2412
31,3135407,2628,2628,208,1200
31,3171105,1656,1656,292,789
43,4307104,4516,4516,400,2343
26,2603108,15957,15957,1457,11643
31,3117009,5145,5145,535,3335
23,2308500,28902,28902,3482,20180
31,3159308,2335,2335,425,1211
23,2311405,50770,50770,8174,33991
35,3534906,2899,2899,456,1557
35,3519071,72569,72569,8936,34656
25,2505402,6782,6782,360,5101
35,3501004,7358,7358,766,3257
35,3539806,49787,49787,5476,26510
31,3134608,7573,7573,1129,4038
52,5210901,9167,9167,1430,2636
25,2504355,4949,4949,391,3217
43,4312807,875,875,78,196
27,2701209,7081,7081,768,5242
42,4215802,18547,18547,1616,5406
16,1600154,9860,9860,748,7592
22,2205276,4368,4368,202,3159
25,2507705,12726,12726,1310,9349
31,3158409,2472,2472,299,886
42,4215703,5936,5936,820,1882
43,4313011,1060,1060,67,59
23,2302800,53585,53585,7194,38040
23,2304285,29208,29208,5075,18508
29,2913408,11242,11242,939,6959
35,3509452,3082,3082,502,1443
35,3537305,16585,16585,2243,8994
25,2508901,28959,28959,6325,21033
26,2603207,22203,22203,2066,16726
41,4108908,3400,3400,360,1563
35,3508207,2564,2564,243,825
31,3118304,30231,30231,3633,11549
41,4104501,5053,5053,726,1794
43,4316501,585,585,54,155
24,2405603,9957,9957,1182,7366
42,4219507,9817,9817,1597,2842
31,3161700,3432,3432,464,1897
35,3550001,4224,4224,822,1973
31,3166600,338,338,28,75
41,4125308,2168,2168,258,568
52,5214804,1365,1365,100,432
31,3129004,3770,3770,347,1906
41,4115457,2717,2717,235,1638
29,2920403,11310,11310,1619,8146
35,3551603,7690,7690,1265,2626
22,2205524,4664,4664,378,3109
21,2111953,4138,4138,294,3015
51,5105200,5891,5891,633,2009
35,3516853,1764,1764,147,544
42,4207106,4536,4536,632,2202
43,4323457,2118,2118,246,1493
31,3157807,92823,92823,10861,49094
33,3302205,41988,41988,6177,19201
35,3523305,7304,7304,1226,4461
42,4219705,8529,8529,761,3125
22,2205409,10256,10256,761,7959
42,4209201,303,303,47,41
35,3546702,3936,3936,702,1350
31,3128006,16996,16996,2458,9399
15,1505551,6584,6584,630,4278
29,2910776,4633,4633,293,2668
43,4307609,8366,8366,1002,3783
22,2204550,4232,4232,324,3542
43,4309126,1787,1787,86,761
51,5101704,14811,14811,1646,7240
29,2922201,5298,5298,365,3456
15,1508100,56631,56631,6326,36136
42,4210852,771,771,76,111
31,3109501,5851,5851,716,1983
26,2607604,15530,15530,2281,11569
41,4103909,7548,7548,938,3166
42,4203154,2998,2998,278,1161
41,4124905,3446,3446,424,1496
42,4218905,3909,3909,411,1977
21,2101301,10806,10806,807,8558
35,3553401,10493,10493,1830,4348
17,1702000,4663,4663,606,1883
43,4313102,1705,1705,145,640
29,2933109,5846,5846,483,4162
52,5214507,15740,15740,2031,6782
15,1501451,15199,15199,1666,9538
35,3542107,3157,3157,341,1321
43,4320651,717,717,58,364
41,4102000,14279,14279,2079,3891
43,4305132,2284,2284,155,706
24,2406502,12648,12648,1223,7892
35,3509809,2199,2199,312,1372
24,2405207,3929,3929,443,2594
50,5002902,9911,9911,1996,3453
24,2402600,49819,49819,5050,33374
50,5002001,6691,6691,519,2652
31,3121258,5209,5209,515,3319
31,3124807,2699,2699,376,1292
29,2912707,14200,14200,2152,9698
29,2903003,11459,11459,822,7063
41,4120903,17655,17655,1918,8481
43,4305959,1318,1318,61,80
15,1500347,10460,10460,660,7414
35,3543105,2535,2535,308,1338
13,1304237,15727,15727,1530,13644
51,5105002,3822,3822,535,1335
43,4315313,621,621,84,173
41,4116505,578,578,43,172
31,3170909,14364,14364,1612,9917
32,3203908,25273,25273,2814,11213
35,3556602,3979,3979,531,1045
23,2313559,13996,13996,1859,10368
52,5218102,2211,2211,236,1076
25,2510907,8394,8394,725,6113
51,5107743,1453,1453,43,848
42,4211850,879,879,80,426
24,2409803,10698,10698,1114,7893
41,4109104,1062,1062,105,346
50,5007695,14564,14564,1630,3840
41,4126678,4973,4973,680,2167
31,3155504,4962,4962,566,2118
22,2206720,8553,8553,838,6438
33,3305703,9377,9377,885,6236
31,3163003,3074,3074,436,1975
52,5213087,13767,13767,2315,6200
22,2211407,3418,3418,253,2405
31,3170800,17112,17112,1892,8611
31,3117876,2443,2443,233,906
26,2611507,13376,13376,1421,10245
33,3301504,8625,8625,1127,4134
11,1100502,4792,4792,378,1585
35,3505609,13356,13356,1386,6974
32,3203304,8225,8225,959,4602
43,4317756,787,787,56,224
51,5108352,1752,1752,209,745
26,2615805,18410,18410,1289,14884
41,4104402,7379,7379,939,4455
29,2919058,5754,5754,614,3867
35,3552809,95716,95716,11817,41734
51,5105606,7254,7254,997,2370
24,2401701,7453,7453,824,4814
24,2412906,7843,7843,696,5083
43,4306320,1276,1276,66,231
43,4317558,1131,1131,30,75
41,4128633,4122,4122,241,2520
13,1301803,15193,15193,1282,14210
25,2500304,20213,20213,2454,14329
41,4110300,1902,1902,158,577
26,2616407,85878,85878,12113,57086
11,1101708,5662,5662,653,2773
31,3119906,1275,1275,268,513
22,2210383,1551,1551,111,931
22,2200459,4784,4784,430,3463
50,5003488,7249,7249,798,3958
29,2925808,18055,18055,1816,13625
43,4300877,2957,2957,250,1248
51,5100607,4521,4521,352,1458
31,3171808,5204,5204,922,1454
32,3204302,9054,9054,1378,4747
29,2925956,14920,14920,1165,11288
52,5208707,446949,446949,60903,190383
22,2205532,4928,4928,455,3546
31,3138401,24418,24418,3639,9730
27,2704005,17469,17469,2129,11980
29,2932101,14024,14024,1396,9694
25,2503100,4224,4224,327,2488
25,2511707,4642,4642,312,3727
31,3103702,4417,4417,593,2360
17,1718550,3223,3223,362,1772
42,4213807,2732,2732,335,1458
35,3531001,923,923,130,228
26,2608206,11099,11099,1131,8628
33,3304607,3818,3818,679,2164
26,2611705,18263,18263,1571,13008
26,2602902,122683,122683,15934,78465
43,4307054,849,849,85,248
35,3543402,137602,137602,22298,62737
29,2929206,27411,27411,2202,19119
35,3550100,12127,12127,1503,4569
42,4219358,1339,1339,157,676
35,3534005,1608,1608,286,586
29,2933406,6368,6368,501,4047
35,3543204,2335,2335,352,1013
43,4321006,2407,2407,424,515
29,2920601,29170,29170,2911,23604
31,3157336,4084,4084,395,2017
35,3549805,104109,104109,19285,46461
28,2807501,10102,10102,1048,6949
51,5102686,4215,4215,280,1216
24,2401602,4462,4462,271,2946
42,4203600,9096,9096,1676,1489
29,2924900,6576,6576,454,4255
50,5007901,26069,26069,2813,10641
12,1200179,8830,8830,896,5910
35,3520004,8317,8317,821,4655
25,2503803,4497,4497,413,3494
29,2913507,16092,16092,2525,11074
29,2930709,75031,75031,7925,49704
35,3513850,1145,1145,119,249
28,2800308,239781,239781,35000,141080
41,4106605,9503,9503,1589,2896
35,3543501,3502,3502,519,2039
25,2513968,2138,2138,186,1337
43,4310363,805,805,38,96
15,1508308,45024,45024,2632,38697
31,3110707,6586,6586,890,3101
35,3524303,22703,22703,3073,10388
29,2929909,33631,33631,2731,22668
22,2200905,3946,3946,230,2773
29,2910800,346593,346593,42058,193695
43,4305603,855,855,89,189
35,3548708,202803,202803,23934,102163
24,2402204,22362,22362,2617,16666
26,2602704,10791,10791,1097,8148
35,3502507,11974,11974,1760,4844
35,3525102,14106,14106,2055,6806
35,3522000,1263,1263,127,515
32,3205101,38042,38042,4164,19090
26,2611804,23362,23362,3228,16769
31,3164472,5557,5557,432,3845
33,3304102,9885,9885,1186,5904
43,4301107,6930,6930,892,3775
31,3154200,4648,4648,621,1891
11,1100130,20679,20679,2242,8871
31,3165909,3175,3175,291,1479
13,1303908,32723,32723,1631,28700
29,2918605,5978,5978,579,3196
31,3157203,12913,12913,1112,6739
15,1506559,16747,16747,1356,13616
35,3552007,3202,3202,375,1622
33,3303609,21573,21573,1700,14588
17,1701002,7293,7293,851,4524
11,1100304,40718,40718,5401,14665
43,4318804,12988,12988,2073,5871
21,2111078,14692,14692,994,11623
42,4209706,7281,7281,926,2774
28,2806503,3028,3028,451,1858
25,2500205,4520,4520,262,2623
29,2913309,5103,5103,359,3293
25,2502409,7987,7987,634,6038
43,4310462,292,292,35,36
25,2507804,5125,5125,438,3536
35,3556453,11142,11142,1994,4295
35,3553005,4744,4744,708,2292
21,2103208,62165,62165,5361,52037
31,3144508,4084,4084,440,1838
17,1702554,11178,11178,1161,6347
22,2203453,7196,7196,474,4972
23,2304269,7373,7373,659,4225
29,2915353,11497,11497,701,8103
31,3133709,5485,5485,561,1552
35,3551108,3536,3536,570,827
25,2511103,5216,5216,339,3257
21,2100501,7844,7844,697,5648
28,2803302,11523,11523,1137,7249
41,4108403,27021,27021,3505,6886
29,2907558,5777,5777,473,3752
31,3168200,942,942,117,400
22,2200806,2175,2175,158,1662
17,1712702,1878,1878,114,1079
23,2301950,17215,17215,2293,12891
32,3204005,10068,10068,891,5184
50,5007109,11196,11196,1018,3633
31,3150901,2596,2596,471,1254
42,4212809,9232,9232,1149,3813
11,1100080,9362,9362,786,6145
42,4208609,1209,1209,178,506
41,4104428,8626,8626,691,3309
26,2612406,14615,14615,1165,10993
35,3516002,3692,3692,415,1814
17,1709005,10192,10192,800,7156
33,3300605,19210,19210,2530,7751
43,4311759,3721,3721,421,1327
32,3200607,48702,48702,4865,21370
42,4204707,2302,2302,195,632
25,2500601,16258,16258,2056,10917
42,4212106,2990,2990,353,1140
17,1713809,3984,3984,529,2472
29,2916005,12201,12201,2101,7236
15,1502400,108959,108959,16705,62287
50,5004304,8292,8292,1027,3468
29,2916104,15253,15253,1604,11631
35,3520707,2083,2083,287,737
11,1100064,5319,5319,1035,1579
21,2108504,20769,20769,2003,16105
29,2926806,10299,10299,772,6668
29,2917607,33196,33196,5932,16285
31,3140506,6215,6215,692,3160
31,3134301,3204,3204,336,1901
22,2211704,3186,3186,185,2419
25,2514453,4581,4581,541,3473
21,2106607,23498,23498,1579,18539
29,2911204,18618,18618,3147,13540
52,5222054,4593,4593,425,1986
33,3305109,158461,158461,22902,103285
26,2614204,24747,24747,2471,19113
31,3142502,1332,1332,284,453
42,4207700,755,755,176,139
24,2403004,5565,5565,792,3094
