Código IBGE,Nome do Municipio,uf,maior_media_anual,ano_maior_media,maior_media_semestral,semestre_maior_media,maior_diferenca_entre_meses,ano_maior_diferença_ano,media_pessoas_geral,max_valor,min_valor
355030,SÃO PAULO,SP,113156.67,2025,115387.0,2025_S2,13116,2024,101728.1,116932,82488
330455,RIO DE JANEIRO,RJ,79625.14,2026,81352.0,2026_S2,12251,2024,65606.79,81352,44268
230440,FORTALEZA,CE,74342.71,2026,75932.0,2026_S2,10006,2024,61274.5,75932,45038
292740,SALVADOR,BA,54223.25,2025,55401.5,2025_S2,7403,2024,47480.44,55723,36508
261160,RECIFE,PE,51899.67,2025,53313.33,2025_S2,5450,2024,46232.56,53657,37992
130260,MANAUS,AM,49047.57,2026,50514.0,2026_S2,7450,2024,40673.0,50514,28849
530010,BRASÍLIA,DF,44878.14,2026,45754.0,2026_S2,6059,2024,38346.67,45754,28063
150140,BELÉM,PA,36510.58,2025,37300.67,2025_S2,3879,2024,32728.98,37864,26111
310620,BELO HORIZONTE,MG,34359.08,2025,34815.83,2025_S2,4126,2024,30363.81,35340,23823
270430,MACEIÓ,AL,32995.08,2025,33574.83,2025_S2,3222,2024,29746.83,33656,24801
211130,SÃO LUÍS,MA,29033.5,2025,29638.0,2025_S2,4106,2024,25202.08,29842,19329
431490,PORTO ALEGRE,RS,25758.5,2025,26339.67,2025_S2,3284,2024,22508.67,26587,16696
250750,JOÃO PESSOA,PB,23833.0,2026,24199.83,2025_S2,3342,2024,19791.42,24286,14340
221100,TERESINA,PI,23189.67,2025,23669.5,2025_S2,3055,2024,20396.98,23831,16065
280030,ARACAJU,SE,21509.29,2026,21642.0,2026_S2,2807,2024,18065.56,21687,14193
520870,GOIÂNIA,GO,21230.67,2025,21435.83,2025_S2,2662,2024,19049.23,21724,14900
500270,CAMPO GRANDE,MS,19410.25,2025,19632.17,2025_S2,2958,2024,17183.12,19866,13532
240810,NATAL,RN,19019.29,2026,19127.0,2026_S2,2764,2024,15705.48,19316,11585
410690,CURITIBA,PR,17673.75,2025,18408.0,2025_S2,2241,2025,15424.29,18579,12105
250400,CAMPINA GRANDE,PB,15947.14,2026,16160.0,2026_S2,2707,2024,12591.17,16160,8577
120040,RIO BRANCO,AC,14790.14,2026,15124.0,2026_S2,2213,2024,12570.96,15124,9797
330170,DUQUE DE CAXIAS,RJ,14624.83,2025,14676.0,2026_S2,2208,2024,12868.27,14980,9591
110020,PORTO VELHO,RO,14590.0,2026,14753.0,2026_S2,2028,2024,12131.04,14753,9133
160030,MACAPÁ,AP,13904.57,2026,14392.0,2026_S2,1751,2023,11838.58,14392,8854
350950,CAMPINAS,SP,13273.5,2025,13274.33,2025_S2,2143,2024,11219.67,13742,8340
291080,FEIRA DE SANTANA,BA,12939.43,2026,13223.0,2026_S2,1470,2024,11477.27,13223,9160
351880,GUARULHOS,SP,12220.33,2025,12312.0,2025_S2,1688,2023,11017.65,12504,8557
150080,ANANINDEUA,PA,11888.0,2026,12132.0,2026_S2,1518,2023,10670.27,12178,8063
510340,CUIABÁ,MT,11839.5,2025,12089.0,2025_S2,2070,2024,10325.54,12169,7978
330350,NOVA IGUAÇU,RJ,11413.29,2026,11738.0,2026_S2,1785,2024,10015.73,11823,7433
293330,VITÓRIA DA CONQUISTA,BA,10760.29,2026,10867.0,2026_S2,1687,2024,9107.92,10892,6724
313670,JUIZ DE FORA,MG,10742.58,2025,10780.17,2025_S2,1382,2023,9579.88,11050,7421
260410,CARUARU,PE,10716.43,2026,10875.0,2026_S2,1204,2024,9700.75,10875,8063
260790,JABOATÃO DOS GUARARAPES,PE,10459.71,2026,10569.33,2025_S2,1043,2024,9489.17,10591,7780
140010,BOA VISTA,RR,10240.75,2025,10354.17,2025_S2,1329,2024,9143.88,10485,7018
230730,JUAZEIRO DO NORTE,CE,10237.43,2026,10556.0,2026_S2,1134,2024,8755.56,10556,6990
150680,SANTARÉM,PA,10026.86,2026,10494.0,2026_S2,1646,2024,8179.31,10494,5883
230370,CAUCAIA,CE,9750.57,2026,10196.0,2026_S2,1386,2024,7917.08,10196,5663
240800,MOSSORÓ,RN,9387.29,2026,9600.0,2026_S2,1163,2024,8309.04,9600,6638
520140,APARECIDA DE GOIÂNIA,GO,9213.43,2026,9371.0,2026_S2,1129,2024,8240.62,9371,6601
317020,UBERLÂNDIA,MG,8900.83,2025,8916.83,2025_S2,877,2024,8180.71,9050,7005
261110,PETROLINA,PE,8800.43,2026,9035.0,2026_S2,1176,2024,7652.85,9035,5887
330490,SÃO GONÇALO,RJ,8618.0,2026,8890.0,2026_S2,1327,2024,7284.54,8890,5110
260960,OLINDA,PE,8607.0,2025,8687.17,2025_S2,698,2024,7977.73,8742,6873
431440,PELOTAS,RS,8539.42,2025,8686.0,2025_S2,803,2023,7642.42,8916,6241
330100,CAMPOS DOS GOYTACAZES,RJ,8294.33,2025,8347.0,2025_S1,1130,2024,7335.48,8476,5552
270030,ARAPIRACA,AL,8203.83,2025,8416.0,2025_S2,1126,2024,7288.62,8708,5720
320500,SERRA,ES,8078.86,2026,8196.0,2026_S2,1250,2024,6962.69,8318,4942
314330,MONTES CLAROS,MG,7916.42,2025,8034.33,2025_S2,861,2024,7086.44,8108,5787
353440,OSASCO,SP,7731.5,2025,7813.5,2025_S1,863,2024,7024.17,7962,5435
230765,MARACANAÚ,CE,7689.86,2026,8027.0,2026_S2,1115,2024,6032.96,8027,3988
354870,SÃO BERNARDO DO CAMPO,SP,7547.0,2025,7552.17,2025_S2,871,2023,6764.58,7726,5425
231290,SOBRAL,CE,7336.0,2026,7599.0,2026_S2,977,2024,6028.94,7599,4577
420540,FLORIANÓPOLIS,SC,7215.17,2025,7600.17,2025_S2,1223,2024,5928.44,7694,4020
411370,LONDRINA,PR,6997.58,2025,7004.83,2025_S2,686,2024,6492.6,7149,5692
291480,ITABUNA,BA,6750.43,2026,6830.67,2025_S2,572,2024,6223.21,6877,5271
354990,SÃO JOSÉ DOS CAMPOS,SP,6600.58,2025,6612.33,2025_S2,803,2024,5933.1,6728,4656
354340,RIBEIRÃO PRETO,SP,6597.33,2025,6697.17,2025_S2,737,2024,5955.79,6801,4926
261070,PAULISTA,PE,6451.29,2026,6532.0,2026_S2,693,2024,5786.56,6533,4686
510840,VÁRZEA GRANDE,MT,6370.57,2026,6472.0,2026_S2,921,2024,5449.19,6472,4329
312770,GOVERNADOR VALADARES,MG,6363.17,2025,6488.17,2025_S2,838,2024,5572.44,6675,4248
291800,JEQUIÉ,BA,6338.14,2026,6475.0,2026_S2,688,2024,5558.54,6475,4442
210530,IMPERATRIZ,MA,6213.67,2025,6312.0,2026_S2,548,2024,5735.02,6312,4981
320530,VITÓRIA,ES,6173.0,2026,6359.33,2025_S2,1131,2024,5013.44,6418,3354
230420,CRATO,CE,6110.57,2026,6294.0,2026_S2,646,2024,5372.88,6294,4455
330510,SÃO JOÃO DE MERITI,RJ,6102.71,2026,6285.0,2026_S2,938,2024,5353.35,6285,3930
330045,BELFORD ROXO,RJ,6097.43,2026,6292.0,2026_S2,1194,2024,4952.23,6292,3140
311860,CONTAGEM,MG,6052.58,2025,6098.33,2025_S2,701,2024,5509.88,6169,4391
251370,SANTA RITA,PB,5964.71,2026,6040.0,2026_S2,667,2024,5097.06,6040,3971
150420,MARABÁ,PA,5896.71,2026,6046.0,2026_S2,735,2024,5261.92,6046,4167
170210,ARAGUAÍNA,TO,5875.57,2026,5988.0,2026_S2,880,2024,4915.96,5988,3621
172100,PALMAS,TO,5850.86,2026,5917.0,2026_S2,838,2023,4857.04,5938,3325
220770,PARNAÍBA,PI,5717.57,2026,5932.0,2026_S2,709,2025,4537.83,5932,3374
160060,SANTANA,AP,5632.57,2026,5829.0,2026_S2,680,2024,4825.88,5829,3669
352310,ITAQUAQUECETUBA,SP,5620.43,2026,5795.0,2026_S2,875,2024,4677.42,5795,3161
150360,ITAITUBA,PA,5606.71,2026,5959.0,2026_S2,871,2024,4215.96,5959,2888
150240,CASTANHAL,PA,5585.75,2025,5662.67,2025_S2,658,2023,5082.94,5730,3972
231130,QUIXADÁ,CE,5567.57,2026,5686.0,2026_S2,537,2023,4877.44,5686,3909
520110,ANÁPOLIS,GO,5488.29,2026,5582.0,2026_S2,609,2024,4950.79,5582,3919
317010,UBERABA,MG,5485.43,2026,5592.0,2026_S2,570,2023,4887.19,5604,3884
260600,GARANHUNS,PE,5477.58,2025,5529.17,2025_S2,302,2023,5187.79,5547,4636
320130,CARIACICA,ES,5354.14,2026,5466.0,2026_S2,764,2024,4652.1,5466,3512
320520,VILA VELHA,ES,5339.57,2026,5522.0,2026_S2,804,2024,4627.02,5522,3294
355220,SOROCABA,SP,5195.83,2025,5199.5,2025_S2,638,2024,4671.71,5330,3788
250180,BAYEUX,PB,5191.43,2026,5200.0,2026_S2,665,2024,4458.38,5224,3266
510760,RONDONÓPOLIS,MT,5150.5,2025,5233.33,2025_S2,545,2024,4661.69,5261,3848
353060,MOGI DAS CRUZES,SP,5131.17,2025,5151.17,2025_S1,517,2023,4754.46,5283,3981
260290,CABO DE SANTO AGOSTINHO,PE,5105.92,2025,5202.17,2025_S2,509,2024,4632.33,5403,3798
330330,NITERÓI,RJ,5065.83,2025,5137.0,2026_S2,722,2024,4542.04,5139,3575
230640,ITAPIPOCA,CE,5050.0,2026,5242.0,2026_S2,1106,2025,4191.1,5530,3345
261640,VITÓRIA DE SANTO ANTÃO,PE,5027.29,2026,5120.0,2026_S2,486,2024,4416.9,5120,3550
290570,CAMAÇARI,BA,5010.71,2026,5064.33,2025_S2,816,2024,4352.92,5094,3199
291360,ILHÉUS,BA,4976.67,2025,4980.5,2025_S1,391,2023,4700.58,5025,4084
330390,PETRÓPOLIS,RJ,4913.17,2025,4921.67,2025_S1,691,2024,4361.77,5023,3213
410830,FOZ DO IGUAÇU,PR,4895.67,2025,4905.83,2025_S2,564,2024,4532.06,4964,3845
351380,DIADEMA,SP,4850.83,2025,4869.33,2025_S1,389,2024,4502.02,4970,3920
420910,JOINVILLE,SC,4815.5,2025,4863.5,2025_S2,716,2024,4221.19,4896,3227
270930,UNIÃO DOS PALMARES,AL,4757.14,2026,4778.17,2025_S2,351,2025,4520.42,4856,4324
354980,SÃO JOSÉ DO RIO PRETO,SP,4750.33,2025,4752.17,2025_S1,519,2023,4304.08,4855,3490
521250,LUZIÂNIA,GO,4739.75,2025,4810.67,2025_S2,496,2024,4293.5,4863,3530
351620,FRANCA,SP,4641.86,2026,4708.0,2025_S2,572,2024,4073.98,4749,3232
293135,TEIXEIRA DE FREITAS,BA,4582.0,2026,4613.0,2026_S2,485,2024,4106.1,4620,3371
330250,MAGÉ,RJ,4543.25,2025,4565.17,2025_S1,612,2024,4094.98,4622,3288
291920,LAURO DE FREITAS,BA,4541.14,2026,4617.0,2026_S2,698,2024,3898.38,4617,2816
150060,ALTAMIRA,PA,4524.57,2026,4641.0,2026_S2,465,2024,3882.83,4641,3084
210120,BACABAL,MA,4516.08,2025,4544.17,2025_S2,408,2024,4206.02,4586,3889
313130,IPATINGA,MG,4497.25,2025,4570.0,2026_S2,460,2023,4128.23,4591,3322
210140,BALSAS,MA,4459.14,2026,4512.5,2025_S2,397,2024,4044.92,4555,3434
355250,SUZANO,SP,4448.92,2025,4466.0,2025_S1,568,2024,3980.75,4580,3143
410480,CASCAVEL,PR,4403.5,2025,4405.0,2025_S1,545,2024,3979.12,4490,3254
291840,JUAZEIRO,BA,4367.57,2026,4474.0,2026_S2,549,2024,3638.73,4474,2666
130250,MANACAPURU,AM,4362.14,2026,4538.0,2026_S2,454,2023,3839.9,4538,3085
354780,SANTO ANDRÉ,SP,4346.42,2025,4362.5,2025_S2,491,2024,3901.98,4461,3215
230770,MARANGUAPE,CE,4338.29,2026,4489.0,2026_S2,559,2024,3598.42,4489,2619
230550,IGUATU,CE,4317.86,2026,4414.0,2026_S2,566,2024,3543.79,4414,2664
150010,ABAETETUBA,PA,4314.0,2026,4360.0,2026_S2,446,2023,3835.06,4371,3035
316860,TEÓFILO OTONI,MG,4247.71,2026,4365.0,2026_S2,545,2024,3633.62,4365,2829
280290,ITABAIANA,SE,4229.71,2026,4261.0,2026_S2,512,2024,3559.67,4261,2707
353870,PIRACICABA,SP,4207.17,2025,4212.83,2025_S2,501,2024,3763.02,4285,2984
280350,LAGARTO,SE,4170.14,2026,4211.0,2026_S2,448,2024,3575.5,4211,2908
431560,RIO GRANDE,RS,4160.42,2025,4207.0,2025_S1,480,2023,3877.81,4242,3220
500370,DOURADOS,MS,4146.08,2025,4193.0,2025_S2,1110,2024,3565.02,4247,2694
261530,TIMBAÚBA,PE,4111.57,2026,4251.0,2026_S2,498,2024,3489.17,4251,2695
211120,SÃO JOSÉ DE RIBAMAR,MA,4104.25,2025,4136.17,2025_S2,684,2024,3529.98,4214,2618
430460,CANOAS,RS,4102.83,2025,4242.0,2026_S2,441,2024,3739.9,4242,3013
310670,BETIM,MG,4056.92,2025,4080.5,2025_S1,391,2023,3789.73,4128,3195
280480,NOSSA SENHORA DO SOCORRO,SE,4037.43,2026,4188.0,2026_S2,669,2024,3056.71,4188,2110
210990,SANTA INÊS,MA,4014.0,2025,4044.17,2025_S2,525,2024,3627.02,4080,3075
150170,BRAGANÇA,PA,3986.86,2026,4054.0,2026_S2,400,2024,3623.15,4084,2820
355280,TABOÃO DA SERRA,SP,3930.08,2025,3949.33,2025_S1,533,2024,3476.62,4008,2702
240325,PARNAMIRIM,RN,3921.29,2026,3986.0,2026_S2,388,2023,3490.46,3986,2817
260345,CAMARAGIBE,PE,3900.43,2026,3953.0,2025_S2,315,2024,3579.56,3971,3040
291560,ITAMARAJU,BA,3898.14,2026,3999.33,2025_S2,886,2025,3191.71,4080,2623
330630,VOLTA REDONDA,RJ,3857.75,2025,3863.5,2025_S1,428,2024,3496.77,3927,2737
432300,VIAMÃO,RS,3846.92,2025,3882.5,2025_S2,464,2024,3449.62,3946,2712
220800,PICOS,PI,3835.57,2026,3893.0,2026_S2,351,2024,3542.88,3893,3106
251530,SAPÉ,PB,3833.75,2025,3875.5,2025_S2,459,2024,3523.88,3909,3032
241200,SÃO GONÇALO DO AMARANTE,RN,3831.43,2026,3892.0,2026_S2,431,2023,3291.83,3892,2385
210300,CAXIAS,MA,3818.17,2025,3857.0,2025_S2,384,2024,3553.15,3918,3143
291072,EUNÁPOLIS,BA,3798.0,2026,3854.0,2026_S2,461,2024,3400.77,3885,2805
330190,ITABORAÍ,RJ,3792.43,2026,3886.0,2026_S2,527,2024,3297.15,3886,2436
290070,ALAGOINHAS,BA,3789.0,2026,3845.0,2026_S2,341,2024,3449.06,3865,2826
411990,PONTA GROSSA,PR,3782.42,2025,3816.67,2025_S2,407,2024,3428.96,3858,2809
210860,PINHEIRO,MA,3781.71,2026,3991.0,2026_S2,876,2024,2866.52,4027,1995
261390,SERRA TALHADA,PE,3723.43,2026,3787.0,2026_S2,537,2024,3299.77,3877,2595
313420,ITUIUTABA,MG,3706.58,2025,3718.17,2025_S2,465,2024,3337.0,3752,2647
350600,BAURU,SP,3670.0,2025,3719.83,2025_S1,319,2024,3424.9,3752,3017
354100,PRAIA GRANDE,SP,3648.58,2025,3740.0,2026_S2,472,2024,3245.33,3740,2529
430920,GRAVATAÍ,RS,3644.0,2026,3785.0,2026_S2,422,2024,3187.52,3785,2480
260400,CARPINA,PE,3620.57,2026,3649.83,2025_S2,430,2024,3195.73,3665,2562
261370,SÃO LOURENÇO DA MATA,PE,3614.58,2025,3644.33,2025_S2,259,2023,3389.58,3654,2939
355100,SÃO VICENTE,SP,3601.75,2025,3696.0,2026_S2,393,2023,3266.38,3696,2642
431690,SANTA MARIA,RS,3582.58,2025,3647.83,2025_S1,295,2023,3392.77,3686,2948
211220,TIMON,MA,3568.08,2025,3616.0,2025_S2,495,2024,3173.23,3653,2546
351870,GUARUJÁ,SP,3463.42,2025,3479.83,2025_S2,329,2024,3193.52,3532,2693
290320,BARREIRAS,BA,3441.71,2026,3483.83,2025_S2,408,2024,3106.29,3505,2586
430060,ALVORADA,RS,3437.0,2026,3543.0,2026_S2,400,2023,3055.75,3543,2357
150553,PARAUAPEBAS,PA,3421.14,2026,3594.0,2026_S2,454,2024,2850.94,3594,2021
420930,LAGES,SC,3420.42,2025,3424.5,2025_S2,583,2023,3040.52,3553,2113
352940,MAUÁ,SP,3399.08,2025,3443.67,2025_S2,394,2024,3019.75,3494,2410
250890,MAMANGUAPE,PB,3380.29,2026,3411.0,2026_S2,983,2025,2871.58,3411,2348
330320,NILÓPOLIS,RJ,3376.42,2025,3443.83,2024_S2,335,2024,3200.75,3501,2807
330240,MACAÉ,RJ,3344.83,2025,3400.0,2025_S2,531,2024,2883.46,3443,2024
120020,CRUZEIRO DO SUL,AC,3329.86,2026,3488.0,2026_S2,243,2026,3090.08,3488,2767
210160,BARRA DO CORDA,MA,3325.86,2026,3370.67,2025_S2,295,2024,3068.58,3399,2737
316720,SETE LAGOAS,MG,3306.92,2025,3350.0,2026_S2,442,2024,2980.08,3369,2415
251080,PATOS,PB,3306.58,2025,3356.67,2025_S2,575,2025,3041.21,3792,2547
432240,URUGUAIANA,RS,3295.14,2026,3380.0,2026_S2,348,2024,3007.69,3380,2575
261000,PALMARES,PE,3285.42,2025,3293.33,2025_S2,286,2024,3054.67,3332,2633
292400,PAULO AFONSO,BA,3280.0,2026,3321.0,2026_S2,443,2025,2864.21,3476,2259
317040,UNAÍ,MG,3274.29,2026,3544.0,2026_S2,642,2025,2561.12,3544,2047
270630,PALMEIRA DOS ÍNDIOS,AL,3260.33,2025,3287.17,2025_S2,337,2024,3033.56,3302,2756
315460,RIBEIRÃO DAS NEVES,MG,3198.75,2025,3251.0,2026_S2,385,2023,2849.08,3291,2192
521880,RIO VERDE,GO,3190.14,2026,3243.0,2026_S2,374,2023,2816.44,3243,2145
251620,SOUSA,PB,3188.71,2026,3225.0,2026_S2,321,2025,2979.77,3235,2683
230280,CANINDÉ,CE,3181.29,2026,3225.0,2026_S2,484,2024,2766.79,3225,2160
330414,QUEIMADOS,RJ,3180.42,2025,3273.0,2026_S2,471,2024,2819.92,3273,2138
261250,SANTA CRUZ DO CAPIBARIBE,PE,3150.57,2026,3261.0,2026_S2,470,2024,2572.94,3261,1783
292870,SANTO ANTÔNIO DE JESUS,BA,3146.83,2025,3150.17,2025_S1,302,2024,2872.85,3221,2433
430510,CAXIAS DO SUL,RS,3141.75,2025,3232.83,2025_S1,378,2025,2917.88,3270,2522
150220,CAPANEMA,PA,3117.71,2026,3168.0,2025_S2,310,2024,2816.73,3178,2334
411520,MARINGÁ,PR,3114.25,2025,3169.67,2025_S2,441,2024,2732.15,3182,2173
313520,JANUÁRIA,MG,3105.58,2025,3112.5,2025_S2,248,2024,2928.06,3142,2705
110012,JI-PARANÁ,RO,3096.0,2025,3109.33,2025_S2,377,2024,2814.23,3152,2381
522140,TRINDADE,GO,3094.29,2026,3144.0,2026_S2,337,2024,2782.04,3144,2197
231140,QUIXERAMOBIM,CE,3083.71,2026,3126.0,2026_S2,327,2024,2749.54,3126,2245
355410,TAUBATÉ,SP,3080.33,2025,3096.0,2025_S2,344,2023,2861.48,3134,2383
354850,SANTOS,SP,3068.75,2025,3084.0,2026_S2,396,2023,2742.96,3135,2104
431870,SÃO LEOPOLDO,RS,3068.43,2026,3217.0,2026_S2,351,2023,2787.9,3217,2172
270240,DELMIRO GOUVEIA,AL,3066.08,2025,3068.5,2025_S1,233,2024,2889.38,3105,2647
520025,ÁGUAS LINDAS DE GOIÁS,GO,3058.43,2026,3210.0,2026_S2,525,2024,2372.98,3210,1486
314390,MURIAÉ,MG,3048.75,2025,3087.33,2025_S2,268,2023,2765.25,3115,2241
351060,CARAPICUÍBA,SP,3046.25,2025,3059.0,2025_S1,372,2023,2790.5,3107,2238
292530,PORTO SEGURO,BA,3036.14,2026,3062.0,2026_S2,420,2024,2652.19,3070,2023
210330,CODÓ,MA,3017.83,2025,3048.0,2025_S2,363,2024,2766.77,3074,2434
230260,CAMOCIM,CE,2999.71,2026,3093.0,2026_S2,407,2024,2598.44,3093,2069
230410,CRATEÚS,CE,2995.0,2026,3119.0,2026_S2,464,2025,2418.0,3119,1757
280210,ESTÂNCIA,SE,2985.0,2026,3025.0,2026_S2,321,2024,2628.08,3025,2195
430160,BAGÉ,RS,2979.71,2026,3018.0,2026_S2,439,2024,2614.23,3018,2077
150210,CAMETÁ,PA,2961.25,2025,3009.0,2026_S2,220,2024,2817.69,3025,2525
500660,PONTA PORÃ,MS,2950.86,2026,2995.0,2026_S2,439,2024,2657.92,2995,2141
130190,ITACOATIARA,AM,2949.42,2025,3013.0,2026_S2,433,2024,2597.85,3013,2070
330070,CABO FRIO,RJ,2946.86,2026,3097.0,2026_S2,538,2024,2278.42,3097,1486
352230,ITAPETININGA,SP,2934.58,2025,2954.0,2025_S2,225,2023,2698.46,3000,2286
330285,MESQUITA,RJ,2932.25,2025,2938.0,2026_S2,379,2024,2645.75,3116,2171
230350,CASCAVEL,CE,2914.0,2026,2989.0,2026_S2,285,2024,2564.17,2989,2109
352590,JUNDIAÍ,SP,2904.25,2025,2912.5,2025_S1,325,2024,2656.23,2961,2222
150810,TUCURUÍ,PA,2897.43,2026,2963.0,2026_S2,318,2024,2591.62,2963,2140
320120,CACHOEIRO DE ITAPEMIRIM,ES,2891.5,2025,2909.67,2025_S2,406,2023,2583.15,2929,1933
330580,TERESÓPOLIS,RJ,2869.0,2026,2919.0,2026_S2,516,2024,2476.12,2919,1813
260110,ARARIPINA,PE,2850.71,2026,2945.5,2025_S2,735,2025,2594.54,3452,2180
210320,CHAPADINHA,MA,2840.17,2025,2924.17,2025_S2,360,2024,2490.83,2941,2050
110002,ARIQUEMES,RO,2817.14,2026,2900.0,2026_S2,399,2024,2418.48,2900,1830
260640,GRAVATÁ,PE,2801.86,2026,2828.0,2026_S2,675,2025,2474.48,2852,2049
312090,CURVELO,MG,2793.08,2025,2806.17,2025_S2,261,2024,2552.1,2858,2077
260680,IGARASSU,PE,2791.92,2025,2799.67,2025_S2,261,2024,2585.52,2816,2201
230110,ARACATI,CE,2788.0,2026,2905.0,2026_S2,286,2024,2350.25,2905,1903
231340,TIANGUÁ,CE,2784.57,2026,2961.0,2026_S2,562,2024,2057.15,2961,1326
150180,BREVES,PA,2771.43,2026,2929.0,2026_S2,629,2023,2389.85,2929,1615
210005,AÇAILÂNDIA,MA,2760.29,2026,2876.0,2026_S2,275,2024,2380.79,2876,1916
231180,RUSSAS,CE,2752.71,2026,2861.0,2026_S2,304,2024,2212.77,2861,1661
352690,LIMEIRA,SP,2752.25,2025,2758.5,2025_S1,297,2024,2491.25,2824,2066
270670,PENEDO,AL,2740.25,2025,2777.33,2025_S2,215,2024,2545.31,2793,2246
520800,FORMOSA,GO,2735.57,2026,2784.0,2026_S2,350,2024,2418.21,2784,1905
230190,BARBALHA,CE,2702.14,2026,2794.0,2026_S2,320,2024,2370.56,2794,1929
230240,BOA VIAGEM,CE,2696.17,2025,2739.0,2026_S2,409,2023,2374.9,2739,1723
130420,TEFÉ,AM,2691.5,2025,2699.83,2025_S2,191,2023,2549.9,2742,2216
310560,BARBACENA,MG,2677.83,2025,2690.0,2025_S1,206,2024,2508.38,2719,2175
260990,OURICURI,PE,2672.67,2025,2704.17,2025_S2,236,2024,2486.69,2715,2143
270770,RIO LARGO,AL,2668.0,2026,2693.0,2025_S2,318,2024,2370.5,2706,1970
230960,PACAJUS,CE,2667.86,2026,2744.0,2026_S2,312,2024,2391.6,2744,1902
293070,SIMÕES FILHO,BA,2653.0,2025,2660.5,2025_S2,297,2024,2387.21,2711,1909
431410,PASSO FUNDO,RS,2650.75,2025,2673.5,2025_S1,224,2024,2478.15,2709,2138
350570,BARUERI,SP,2648.75,2025,2651.17,2025_S2,342,2024,2366.96,2724,1944
315780,SANTA LUZIA,MG,2638.33,2025,2645.5,2025_S2,303,2023,2412.04,2696,1934
260620,GOIANA,PE,2636.43,2026,2716.0,2026_S2,227,2024,2376.98,2716,1995
352220,ITAPECERICA DA SERRA,SP,2635.0,2025,2673.33,2025_S1,212,2025,2514.69,2698,2339
220840,PIRIPIRI,PI,2634.71,2026,2666.0,2026_S2,433,2024,2273.88,2666,1784
291640,ITAPETINGA,BA,2631.0,2026,2690.0,2026_S2,294,2024,2394.42,2717,2032
260170,BELO JARDIM,PE,2622.92,2025,2638.0,2026_S2,264,2024,2424.79,2654,2043
410940,GUARAPUAVA,PR,2622.58,2025,2629.67,2025_S2,180,2023,2528.27,2653,2308
330010,ANGRA DOS REIS,RJ,2618.33,2025,2630.5,2025_S1,417,2024,2307.69,2685,1734
270860,SÃO MIGUEL DOS CAMPOS,AL,2564.14,2026,2581.0,2026_S2,477,2024,2183.56,2582,1754
250630,GUARABIRA,PB,2556.67,2025,2585.33,2025_S1,721,2025,2298.48,3144,1967
261220,SALGUEIRO,PE,2550.08,2025,2556.17,2025_S1,259,2024,2353.73,2586,1976
260890,LIMOEIRO,PE,2548.29,2026,2614.0,2026_S2,308,2024,2166.17,2614,1696
350280,ARAÇATUBA,SP,2546.5,2025,2546.83,2025_S1,197,2025,2383.71,2675,2163
240020,AÇU,RN,2529.25,2025,2540.67,2025_S2,260,2024,2298.52,2579,1913
230523,HORIZONTE,CE,2528.43,2026,2627.0,2026_S2,288,2024,2101.29,2627,1603
293290,VALENÇA,BA,2526.42,2025,2537.0,2025_S1,256,2024,2313.44,2589,1980
352900,MARÍLIA,SP,2523.75,2025,2572.17,2024_S2,189,2023,2428.58,2616,2215
412550,SÃO JOSÉ DOS PINHAIS,PR,2520.75,2025,2540.17,2025_S2,390,2024,2213.38,2576,1707
260520,ESCADA,PE,2494.5,2025,2523.0,2025_S2,239,2024,2300.4,2536,1986
355240,SUMARÉ,SP,2491.25,2025,2518.83,2025_S2,264,2024,2266.65,2552,1900
500320,CORUMBÁ,MS,2488.08,2025,2504.0,2025_S2,508,2024,2202.44,2535,1786
240940,PAU DOS FERROS,RN,2470.75,2025,2475.17,2025_S2,296,2024,2287.9,2481,2041
280740,TOBIAS BARRETO,SE,2466.57,2026,2498.0,2026_S2,209,2024,2268.69,2503,1944
421660,SÃO JOSÉ,SC,2463.08,2025,2495.0,2025_S2,346,2023,2136.08,2532,1561
293050,SERRINHA,BA,2458.43,2026,2503.0,2026_S2,251,2024,2187.88,2503,1785
330020,ARARUAMA,RJ,2457.14,2026,2524.0,2026_S2,318,2024,2091.17,2524,1561
510790,SINOP,MT,2448.71,2026,2502.0,2026_S2,477,2024,1935.62,2540,1387
352250,ITAPEVI,SP,2440.08,2025,2470.83,2025_S2,327,2023,2141.5,2519,1575
510250,CÁCERES,MT,2438.14,2026,2477.0,2026_S2,465,2024,2107.12,2477,1682
260005,ABREU E LIMA,PE,2436.33,2025,2450.67,2025_S2,187,2023,2264.6,2471,1928
280570,PROPRIÁ,SE,2432.17,2025,2439.33,2025_S2,226,2024,2241.65,2463,1867
230100,AQUIRAZ,CE,2430.0,2026,2500.0,2026_S2,336,2024,2024.33,2500,1469
150613,REDENÇÃO,PA,2425.92,2025,2459.17,2025_S2,217,2023,2268.04,2494,1940
261450,SURUBIM,PE,2418.0,2026,2449.0,2026_S2,161,2024,2266.56,2455,2034
354890,SÃO CARLOS,SP,2414.86,2026,2469.0,2026_S2,315,2023,2123.75,2469,1617
291460,IRECÊ,BA,2413.57,2026,2455.0,2026_S2,412,2024,2054.79,2455,1588
522045,SENADOR CANEDO,GO,2396.14,2026,2468.0,2026_S2,324,2024,2083.04,2468,1575
240710,MACAÍBA,RN,2381.29,2026,2446.0,2026_S2,503,2024,1918.79,2446,1338
351300,COTIA,SP,2381.25,2025,2390.67,2025_S1,313,2024,2147.15,2416,1713
